name,genus,dexNumber,primaryType,colorTheme,hp,heightM,weightKg,flavorText,spriteUrl,showMotionPrompt
cufant,Copperderm Pokémon,878,steel,yellow,72,1.2,100.0,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,true
copperajah,Copperderm Pokémon,879,steel,green,122,3.0,650.0,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,true
dracozolt,Fossil Pokémon,880,electric,green,90,1.8,190.0,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,true
arctozolt,Fossil Pokémon,881,electric,blue,90,2.3,150.0,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,true
dracovish,Fossil Pokémon,882,water,green,90,2.3,215.0,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,true
arctovish,Fossil Pokémon,883,water,blue,90,2.0,175.0,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,true
duraludon,Alloy Pokémon,884,steel,white,70,1.8,40.0,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,true
dreepy,Lingering Pokémon,885,dragon,green,28,0.5,2.0,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,true
drakloak,Caretaker Pokémon,886,dragon,green,68,1.4,11.0,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,true
dragapult,Stealth Pokémon,887,dragon,green,88,3.0,50.0,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,true
zacian,Warrior Pokémon,888,fairy,blue,92,2.8,110.0,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,true
zamazenta,Warrior Pokémon,889,fighting,red,92,2.9,210.0,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,true
eternatus,Gigantic Pokémon,890,poison,purple,140,20.0,950.0,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,true
kubfu,Wushu Pokémon,891,fighting,gray,60,0.6,12.0,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,true
urshifu-single-strike,Wushu Pokémon,892,fighting,gray,100,1.9,105.0,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,true
zarude,Rogue Monkey Pokémon,893,dark,green,105,1.8,70.0,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,true
regieleki,Electron Pokémon,894,electric,yellow,80,1.2,145.0,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,true
regidrago,Dragon Orb Pokémon,895,dragon,green,200,2.1,200.0,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,true
glastrier,Wild Horse Pokémon,896,ice,white,100,2.2,800.0,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,true
spectrier,Swift Horse Pokémon,897,ghost,black,100,2.0,44.5,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,true
calyrex,King Pokémon,898,psychic,green,100,1.1,7.7,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,true
wyrdeer,Big Horn Pokémon,899,normal,gray,103,1.8,95.1,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png,true
kleavor,Axe Pokémon,900,bug,brown,70,1.8,89.0,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png,true
ursaluna,Peat Pokémon,901,ground,brown,130,2.4,290.0,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png,true
basculegion-male,Big Fish Pokémon,902,water,green,120,3.0,110.0,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png,true
sneasler,Free Climb Pokémon,903,fighting,gray,80,1.3,43.0,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png,true
overqwil,Pin Cluster Pokémon,904,dark,black,85,2.5,60.5,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png,true
enamorus-incarnate,Love-Hate Pokémon,905,fairy,pink,74,1.6,48.0,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png,true
sprigatito,Grass Cat Pokémon,906,grass,green,40,0.4,4.1,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png,true
floragato,Grass Cat Pokémon,907,grass,green,61,0.9,12.2,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png,true
meowscarada,Magician Pokémon,908,grass,green,76,1.5,31.2,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,true
fuecoco,Fire Croc Pokémon,909,fire,red,67,0.4,9.8,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png,true
crocalor,Fire Croc Pokémon,910,fire,red,81,1.0,30.7,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png,true
skeledirge,Singer Pokémon,911,fire,red,104,1.6,326.5,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,true
quaxly,Duckling Pokémon,912,water,white,55,0.5,6.1,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png,true
quaxwell,Practicing Pokémon,913,water,blue,70,1.2,21.5,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png,true
quaquaval,Dancer Pokémon,914,water,blue,85,1.8,61.9,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,true
lechonk,Hog Pokémon,915,normal,gray,54,0.5,10.2,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png,true
oinkologne-male,Hog Pokémon,916,normal,gray,110,1.0,120.0,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png,true
tarountula,String Ball Pokémon,917,bug,white,35,0.3,4.0,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png,true
spidops,Trap Pokémon,918,bug,green,60,1.0,16.5,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png,true
nymble,Grasshopper Pokémon,919,bug,gray,33,0.2,1.0,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png,true
lokix,Grasshopper Pokémon,920,bug,gray,71,1.0,17.5,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png,true
pawmi,Mouse Pokémon,921,electric,yellow,45,0.3,2.5,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png,true
